数据来源部门,业务域,表英文名称,表中文名称,字段英文名称,字段中文名称,字段说明,字段类型,字段长度,是否主键,是否外键,外键关联字段,来源表的英文名称,来源表的中文名称,来源字段的英文名称,来源字段的中文名称,备注
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,banknametwo,开户银行名称2,,varchar(200),200,,,,ods_cg_b2b_ghdw,供应商申请表,BANKNAMETWO,开户银行名称2,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,lhhtwo,联行号2,,varchar(20),20,,,,ods_cg_b2b_ghdw,供应商申请表,LHHTWO,联行号2,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,forebsyhmcthree,开户银行3,(取基础编码表中XTGHDW_YHMC),varchar(160),160,,,,ods_cg_b2b_ghdw,供应商申请表,FOREBSYHMCTHREE,开户银行3(取基础编码表中XTGHDW_YHMC),
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,khyhthree,分行名称3,,varchar(64),64,,,,ods_cg_b2b_ghdw,供应商申请表,KHYHTHREE,分行名称3,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,jsdwmcthree,开户帐户3,,varchar(64),64,,,,ods_cg_b2b_ghdw,供应商申请表,JSDWMCTHREE,开户帐户3,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,zhthree,开户帐号3,,varchar(64),64,,,,ods_cg_b2b_ghdw,供应商申请表,ZHTHREE,开户帐号3,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,banknamethree,开户银行名称3,,varchar(200),200,,,,ods_cg_b2b_ghdw,供应商申请表,BANKNAMETHREE,开户银行名称3,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,lhhthree,联行号3,,varchar(20),20,,,,ods_cg_b2b_ghdw,供应商申请表,LHHTHREE,联行号3,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,zzlastupdatetime,,,datetime,-,,,,ods_cg_b2b_ghdw,供应商申请表,ZZLASTUPDATETIME,,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,gysstaus,供应商状态,0-正常 1-供应商中止,varchar(1),1,,,,ods_cg_b2b_ghdw,供应商申请表,GYSSTAUS,供应商状态：0 - 正常 1 - 供应商中止,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,jzczstaus,禁止操作状态,0-禁止操作未发布 1-禁止操作已发布/申请取消禁止操作未提交 2-申请取消禁止操作已提交 3-拒绝取消禁止操作9-同意取消禁止操作,varchar(1),1,,,,ods_cg_b2b_ghdw,供应商申请表,JZCZSTAUS,禁止操作状态：0 - 禁止操作未发布  1 - 禁止操作已发布/申请取消禁止操作未提交    2 - 申请取消禁止操作已提交    3 - 拒绝取消禁止操作  9 - 同意取消禁止操作,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,clrq,成立日期,,varchar(30),30,,,,ods_cg_b2b_ghdw,供应商申请表,CLRQ,成立日期,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,xyzgscrq,信用中国文件生成日期,,varchar(30),30,,,,ods_cg_b2b_ghdw,供应商申请表,XYZGSCRQ,信用中国文件生成日期,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,zxzmkjrq,资信证明开具日期,,varchar(30),30,,,,ods_cg_b2b_ghdw,供应商申请表,ZXZMKJRQ,资信证明开具日期,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,fzhjqmye,负债合计期末余额,,varchar(30),30,,,,ods_cg_b2b_ghdw,供应商申请表,FZHJQMYE,负债合计期末余额,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,zchjqmye,资产合计期末余额,,varchar(30),30,,,,ods_cg_b2b_ghdw,供应商申请表,ZCHJQMYE,资产合计期末余额,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,ocrflag,是否进行OCR注册流程,空或0 不走流程；1 走OCR注册流程,varchar(30),30,,,,ods_cg_b2b_ghdw,供应商申请表,OCRFLAG,是否进行OCR注册流程：空或0 不走流程；1 走OCR注册流程,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,hjtxrzbh,环境体系认证编号,,varchar(64),64,,,,ods_cg_b2b_ghdw,供应商申请表,HJTXRZBH,环境体系认证编号,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,zytxrzbh,职业健康安全管理体系认证书编号,,varchar(64),64,,,,ods_cg_b2b_ghdw,供应商申请表,ZYTXRZBH,职业健康安全管理体系认证书编号,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,yszbshbz,预审总部审核状态,,char(2),2,,,,ods_cg_b2b_ghdw,供应商申请表,YSZBSHBZ,预审总部审核状态,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,ocrauto,常规供应商原OCR是否自动,-1-未判断 0-不自动 1-自动,char(2),2,,,,ods_cg_b2b_ghdw,供应商申请表,OCRAUTO,常规供应商原OCR是否自动 -1-未判断 0-不自动 1-自动 ,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,ocrstatus,智能识别审核状态,-1 智能识别审核拒绝；0 未提交；1 识别任务进行中；2 智能识别审核通过；3 无需智能识别审核,char(2),2,,,,ods_cg_b2b_ghdw,供应商申请表,OCRSTATUS,智能识别审核状态：-1 智能识别审核拒绝；0 未提交；1 识别任务进行中；2 智能识别审核通过；3 无需智能识别审核,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,grzjlx,个人-证件类型,,varchar(10),10,,,,ods_cg_b2b_ghdw,供应商申请表,GRZJLX,个人 - 证件类型  ,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,grzjbm,个人-证件号码,,varchar(80),80,,,,ods_cg_b2b_ghdw,供应商申请表,GRZJBM,个人 - 证件号码  ,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,grzjdz,个人-证件地址,,varchar(250),250,,,,ods_cg_b2b_ghdw,供应商申请表,GRZJDZ,个人 - 证件地址  ,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,grxm,个人-姓名,,varchar(250),250,,,,ods_cg_b2b_ghdw,供应商申请表,GRXM,个人 - 姓名  ,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,grxb,个人-性别,,varchar(1),1,,,,ods_cg_b2b_ghdw,供应商申请表,GRXB,个人 - 性别  ,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw,供应商申请表,lastutd,最后更新日期,,datetime,,,,,ods_cg_b2b_ghdw,供应商申请表,lastutd,最后更新日期,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,userbm,供应商用户编码,,varchar(80),80,PK,,,ods_cg_b2b_ghdwuser,,USERBM,供应商用户编码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,usermc,供应商用户名称,,varchar(32),32,,,,ods_cg_b2b_ghdwuser,,USERMC,供应商用户名称,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,password,供应商用户密码,,varchar(32),32,,,,ods_cg_b2b_ghdwuser,,password,供应商用户密码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,ghdwbm,供应商单位编码,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,GHDWBM,供应商编码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,email,Email,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,EMAIL,EMAIL,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,lxdh,办公电话,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,LXDH,办公电话,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,chz,商务传真,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,CHZ,商务传真,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,dz,地址,,varchar(250),250,,,,ods_cg_b2b_ghdwuser,,DZ,地址,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,yzbm,邮政编码,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,YZBM,邮政编码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,zxbz,注销标志,,varchar(16),16,,,,ods_cg_b2b_ghdwuser,,zxbz,注销标志,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,zxr,注销人编码,,varchar(16),16,,,,ods_cg_b2b_ghdwuser,,ZXR,注销人编码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,zxrq,注销日期,,datetime,-,,,,ods_cg_b2b_ghdwuser,,ZXRQ,注销日期,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,rzbz,令牌,,varchar(16),16,,,,ods_cg_b2b_ghdwuser,,rzbz,令牌,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,djr,登记人,,varchar(320),320,,,,ods_cg_b2b_ghdwuser,,DJR,登记人,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,djrq,登记日期,,datetime,-,,,,ods_cg_b2b_ghdwuser,,DJRQ,登记日期,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,mobile,移动电话,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,MOBILE,移动电话,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,ukeysn,Ukey,,text,65535,,,,ods_cg_b2b_ghdwuser,,UKEYSN,Ukey,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,idcard,身份证号,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,IDCARD,身份证号,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,zjlx,注册证件类型,(取内部编码表中XTGHDW_ZJLX:1-身份证；2-护照),varchar(32),32,,,,ods_cg_b2b_ghdwuser,,ZJLX,注册证件类型(取内部编码表中XTGHDW_ZJLX:1-身份证；2-护照),
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,bm,部门,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,BM,部门,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,zw,职务,,varchar(32),32,,,,ods_cg_b2b_ghdwuser,,ZW,职务,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,sxbz,生效标志,(0-未生效；1-生效),varchar(16),16,,,,ods_cg_b2b_ghdwuser,,SXBZ,生效标志(0-未生效；1-生效),
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,tybz,停用标志,(0-未停用；1-已停用),varchar(16),16,,,,ods_cg_b2b_ghdwuser,,TYBZ,停用标志(0-未停用；1-已停用),
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,zdrbm,制单人编码,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,zdrbm,制单人编码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,zdrmc,制单人名称,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,zdrmc,制单人名称,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,zdsj,制单时间,,datetime,,,,,ods_cg_b2b_ghdwuser,,zdsj,制单时间,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,djdwbm,制单人单位编码,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,djdwbm,制单人单位编码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,xgrbm,修改人编码,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,xgrbm,修改人编码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,xgrmc,修改人名称,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,xgrmc,修改人名称,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,xgsj,修改时间,,datetime,-,,,,ods_cg_b2b_ghdwuser,,XGSJ,修改时间,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,sbr,制单人编码2,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,sbr,制单人编码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,sbrm,制单人名称2,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,sbrm,制单人名称,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,datasourceflag,用户来源0外网注册 1系统录入,,varchar(2),2,,,,ods_cg_b2b_ghdwuser,,datasourceflag,用户来源0外网注册 1系统录入,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,ctime,最后修改密码时间,,datetime,,,,,ods_cg_b2b_ghdwuser,,ctime,最后修改密码时间,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,lastlogintime,最后登录时间,,datetime,,,,,ods_cg_b2b_ghdwuser,,lastlogintime,最后登录时间,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,lockflag,锁定标志,,tinyint(4),,,,,ods_cg_b2b_ghdwuser,,lockflag,锁定标志,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,errtimes,登陆的错误次数,,tinyint(4),,,,,ods_cg_b2b_ghdwuser,,errtimes,登陆的错误次数,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,modifypasstime,密码修改时间,,datetime,,,,,ods_cg_b2b_ghdwuser,,modifypasstime,密码修改时间,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,sbsj,修改时间,,datetime,-,,,,ods_cg_b2b_ghdwuser,,SBSJ,修改时间,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,djdwmc,制单人单位名称,,text,65535,,,,ods_cg_b2b_ghdwuser,,djdwmc,制单人单位名称,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,shbz,审核标志,0：未审核；1：审核中；2：审核通过,varchar(2),2,,,,ods_cg_b2b_ghdwuser,,SHBZ,审核标志0：未审核；1：审核中；2：审核通过,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,swr,审批人编码,,varchar(32),32,,,,ods_cg_b2b_ghdwuser,,SWR,审批人编码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,sprm,审批人名称,,varchar(64),64,,,,ods_cg_b2b_ghdwuser,,SPRM,审批人名称,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,swrq,审批日期,,datetime,-,,,,ods_cg_b2b_ghdwuser,,SWRQ,审批日期,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,swbz,审核标志,0：未审核；1：审核中；2：审核通过,varchar(2),2,,,,ods_cg_b2b_ghdwuser,,SWBZ,审核标志0：未审核；1：审核中；2：审核通过,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,spjb,审核级别,,tinyint(4),-,,,,ods_cg_b2b_ghdwuser,,SPJB,审核级别,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,workflowid,工作流ID,,varchar(160),160,,,,ods_cg_b2b_ghdwuser,,workflowid,工作流ID,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,htr,回退人,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,htr,回退人,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,htrm,回退人名,,varchar(80),80,,,,ods_cg_b2b_ghdwuser,,htrm,回退人名,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,htsj,回退日期,,datetime,,,,,ods_cg_b2b_ghdwuser,,htsj,回退日期,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,thbz,回退标志0：未回退；1：已回退,,tinyint(4),,,,,ods_cg_b2b_ghdwuser,,thbz,回退标志0：未回退；1：已回退,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,version,版本号,,tinyint(4),,,,,ods_cg_b2b_ghdwuser,,version,版本号,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,businessclassification,业务分类,物资、工程、服务,varchar(3),3,,,,ods_cg_b2b_ghdwuser,,BUSINESSCLASSIFICATION,业务类型 物资、工程、服务,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,lastutd,最后更新日期,,datetime,,,,,ods_cg_b2b_ghdwuser,,lastutd,最后更新日期,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdwuser,,xtxxts,系统消息提示 1-开启 0-关闭,,varchar(32),32,,,,ods_cg_b2b_ghdwuser,,xtxxts,系统消息提示 1-开启 0-关闭,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,id,主键ID,,bigint(20),-,PK,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,ID,主键,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,ghdwid,供应商申请编码,,varchar(50),50,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,GHDWID,供应商申请编码,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,zbxxh,指标项序号（排序号）,,bigint(20),-,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,ZBXXH,指标项序号(排序号),
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,zbxmc,指标项名称,,text,65535,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,ZBXMC,指标项名称,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,zbfxxh,指标分项序号（排序号）,,bigint(20),-,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,ZBFXXH,指标分项序号(排序号),
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,zbfxmc,指标分项名称,,text,65535,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,ZBFXMC,指标分项名称,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,pfbz,评分标准,,text,65535,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,PFBZ,评分标准,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,fz,分值,,"decimal(10,2)",-,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,FZ,分值,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,bz,备注,,text,65535,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,BZ,备注,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,zblx,指标类型,(0-制造商;1-代理商;2-经销商;3-服务商),varchar(16),16,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,ZBLX,"指标类型(0-制造商;1-代理商;2-经销商;3-服务商
            )",
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,zdsj,制单时间,,datetime,,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,zdsj,制单时间,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,zbxqz,指标项权重,,bigint(20),-,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,ZBXQZ,指标项权重,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,sfjtpsbz,是否集团评审标准,0：否，1：是,varchar(1),1,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,SFJTPSBZ,是否集团评审标准，0：否，1：是,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,xyxx,响应信息,,varchar(255),255,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,XYXX,响应信息,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,dfmbmxid,XTGHDW_XT_JCSJ_DFMBMX表ID,,bigint(20),-,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,DFMBMXID,XTGHDW_XT_JCSJ_DFMBMX表id,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,wjscbz,是否必须上传文件,null、0 在评审响应里上传不做限制 1 在评审响应里必须上传的文件 2：在资质文件里必须上传文件，且评审响应必须带出附件；3 ： 资质文件可上传或不上传,char(1),1,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,WJSCBZ,是否必须上传文件 ：null、0 在评审响应里上传不做限制 1 在评审响应里必须上传的文件 2：在资质文件里必须上传文件，且评审响应必须带出附件；3 ： 资质文件可上传或不上传,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,sjlxxz,响应信息填写数据类型限制,1 金额数字; 2 百分数,char(1),1,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,SJLXXZ,响应信息填写数据类型限制  1 金额数字; 2 百分数,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,fjywbm,XTXXFJ表YWBM字段,,varchar(100),100,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,FJYWBM,XTXXFJ表YWBM字段,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,filesize,附件大小限制 单位M,,bigint(20),,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,filesize,附件大小限制 单位M,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,fjlxxz,附件类型限制（多个以|分隔）,,varchar(100),100,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,fjlxxz,附件类型限制（多个以|分隔）,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,ver,初始化时该评审项的版本,,varchar(10),10,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,ver,初始化时该评审项的版本,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,veto,是否是否决项,1-是，0或null-不是,varchar(20),20,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,VETO,是否是否决项  1-是    0，null-不是,
供应链管理部,供应链管理,dwd_gyl_b2b_ghdw_pfbz,供应商评分标准,lastutd,最后更新日期,,datetime,,,,,ods_cg_b2b_ghdw_pfbz,供应商评分标准,lastutd,最后更新日期,
